"code","distribution","ncuts","ncond","run","truemean","trueshape","truesdlog"
"exp_cut015_cond1000_rep004","exponential",15,1000,4,1.87878787878788,NA,NA
"exp_cut015_cond1000_rep005","exponential",15,1000,5,2.17171717171717,NA,NA
"exp_cut015_cond1000_rep006","exponential",15,1000,6,2.46464646464646,NA,NA
"exp_cut015_cond1000_rep007","exponential",15,1000,7,2.75757575757576,NA,NA
"exp_cut015_cond1000_rep008","exponential",15,1000,8,3.05050505050505,NA,NA
"exp_cut015_cond1000_rep009","exponential",15,1000,9,3.34343434343434,NA,NA
"exp_cut015_cond1000_rep010","exponential",15,1000,10,3.63636363636364,NA,NA
"exp_cut015_cond1000_rep011","exponential",15,1000,11,3.92929292929293,NA,NA
"exp_cut015_cond1000_rep012","exponential",15,1000,12,4.22222222222222,NA,NA
"exp_cut015_cond1000_rep013","exponential",15,1000,13,4.51515151515152,NA,NA
"exp_cut015_cond1000_rep014","exponential",15,1000,14,4.80808080808081,NA,NA
"exp_cut015_cond1000_rep015","exponential",15,1000,15,5.1010101010101,NA,NA
"exp_cut015_cond1000_rep016","exponential",15,1000,16,5.39393939393939,NA,NA
"exp_cut015_cond1000_rep017","exponential",15,1000,17,5.68686868686869,NA,NA
"exp_cut015_cond1000_rep018","exponential",15,1000,18,5.97979797979798,NA,NA
"exp_cut015_cond1000_rep019","exponential",15,1000,19,6.27272727272727,NA,NA
"exp_cut015_cond1000_rep020","exponential",15,1000,20,6.56565656565657,NA,NA
"exp_cut015_cond1000_rep021","exponential",15,1000,21,6.85858585858586,NA,NA
"exp_cut015_cond1000_rep022","exponential",15,1000,22,7.15151515151515,NA,NA
"exp_cut015_cond1000_rep023","exponential",15,1000,23,7.44444444444444,NA,NA
"exp_cut015_cond1000_rep024","exponential",15,1000,24,7.73737373737374,NA,NA
"exp_cut015_cond1000_rep025","exponential",15,1000,25,8.03030303030303,NA,NA
"exp_cut015_cond1000_rep026","exponential",15,1000,26,8.32323232323232,NA,NA
"exp_cut015_cond1000_rep027","exponential",15,1000,27,8.61616161616162,NA,NA
"exp_cut015_cond1000_rep028","exponential",15,1000,28,8.90909090909091,NA,NA
"exp_cut015_cond1000_rep029","exponential",15,1000,29,9.2020202020202,NA,NA
"exp_cut015_cond1000_rep030","exponential",15,1000,30,9.49494949494949,NA,NA
"exp_cut015_cond1000_rep031","exponential",15,1000,31,9.78787878787879,NA,NA
"exp_cut015_cond1000_rep032","exponential",15,1000,32,10.0808080808081,NA,NA
"exp_cut015_cond1000_rep033","exponential",15,1000,33,10.3737373737374,NA,NA
"exp_cut015_cond1000_rep034","exponential",15,1000,34,10.6666666666667,NA,NA
"exp_cut015_cond1000_rep035","exponential",15,1000,35,10.959595959596,NA,NA
"exp_cut015_cond1000_rep036","exponential",15,1000,36,11.2525252525253,NA,NA
"exp_cut015_cond1000_rep037","exponential",15,1000,37,11.5454545454545,NA,NA
"exp_cut015_cond1000_rep038","exponential",15,1000,38,11.8383838383838,NA,NA
"exp_cut015_cond1000_rep039","exponential",15,1000,39,12.1313131313131,NA,NA
"exp_cut015_cond1000_rep040","exponential",15,1000,40,12.4242424242424,NA,NA
"exp_cut015_cond1000_rep041","exponential",15,1000,41,12.7171717171717,NA,NA
"exp_cut015_cond1000_rep042","exponential",15,1000,42,13.010101010101,NA,NA
"exp_cut015_cond1000_rep043","exponential",15,1000,43,13.3030303030303,NA,NA
"exp_cut015_cond1000_rep044","exponential",15,1000,44,13.5959595959596,NA,NA
"exp_cut015_cond1000_rep045","exponential",15,1000,45,13.8888888888889,NA,NA
"exp_cut015_cond1000_rep046","exponential",15,1000,46,14.1818181818182,NA,NA
"exp_cut015_cond1000_rep047","exponential",15,1000,47,14.4747474747475,NA,NA
"exp_cut015_cond1000_rep048","exponential",15,1000,48,14.7676767676768,NA,NA
"exp_cut015_cond1000_rep049","exponential",15,1000,49,15.0606060606061,NA,NA
"exp_cut015_cond1000_rep050","exponential",15,1000,50,15.3535353535354,NA,NA
"exp_cut015_cond1000_rep051","exponential",15,1000,51,15.6464646464646,NA,NA
"exp_cut015_cond1000_rep052","exponential",15,1000,52,15.9393939393939,NA,NA
"exp_cut015_cond1000_rep053","exponential",15,1000,53,16.2323232323232,NA,NA
"exp_cut015_cond1000_rep054","exponential",15,1000,54,16.5252525252525,NA,NA
"exp_cut015_cond1000_rep055","exponential",15,1000,55,16.8181818181818,NA,NA
"exp_cut015_cond1000_rep056","exponential",15,1000,56,17.1111111111111,NA,NA
"exp_cut015_cond1000_rep057","exponential",15,1000,57,17.4040404040404,NA,NA
"exp_cut015_cond1000_rep058","exponential",15,1000,58,17.6969696969697,NA,NA
"exp_cut015_cond1000_rep059","exponential",15,1000,59,17.989898989899,NA,NA
"exp_cut015_cond1000_rep060","exponential",15,1000,60,18.2828282828283,NA,NA
"exp_cut015_cond1000_rep061","exponential",15,1000,61,18.5757575757576,NA,NA
"exp_cut015_cond1000_rep062","exponential",15,1000,62,18.8686868686869,NA,NA
"exp_cut015_cond1000_rep063","exponential",15,1000,63,19.1616161616162,NA,NA
"exp_cut015_cond1000_rep064","exponential",15,1000,64,19.4545454545455,NA,NA
"exp_cut015_cond1000_rep065","exponential",15,1000,65,19.7474747474747,NA,NA
"exp_cut015_cond1000_rep066","exponential",15,1000,66,20.040404040404,NA,NA
"exp_cut015_cond1000_rep067","exponential",15,1000,67,20.3333333333333,NA,NA
"exp_cut015_cond1000_rep068","exponential",15,1000,68,20.6262626262626,NA,NA
"exp_cut015_cond1000_rep069","exponential",15,1000,69,20.9191919191919,NA,NA
"exp_cut015_cond1000_rep070","exponential",15,1000,70,21.2121212121212,NA,NA
"exp_cut015_cond1000_rep071","exponential",15,1000,71,21.5050505050505,NA,NA
"exp_cut015_cond1000_rep072","exponential",15,1000,72,21.7979797979798,NA,NA
"exp_cut015_cond1000_rep073","exponential",15,1000,73,22.0909090909091,NA,NA
"exp_cut015_cond1000_rep074","exponential",15,1000,74,22.3838383838384,NA,NA
"exp_cut015_cond1000_rep075","exponential",15,1000,75,22.6767676767677,NA,NA
"exp_cut015_cond1000_rep076","exponential",15,1000,76,22.969696969697,NA,NA
"exp_cut015_cond1000_rep077","exponential",15,1000,77,23.2626262626263,NA,NA
"exp_cut015_cond1000_rep078","exponential",15,1000,78,23.5555555555556,NA,NA
"exp_cut015_cond1000_rep079","exponential",15,1000,79,23.8484848484848,NA,NA
"exp_cut015_cond1000_rep080","exponential",15,1000,80,24.1414141414141,NA,NA
"exp_cut015_cond1000_rep081","exponential",15,1000,81,24.4343434343434,NA,NA
"exp_cut015_cond1000_rep082","exponential",15,1000,82,24.7272727272727,NA,NA
"exp_cut015_cond1000_rep083","exponential",15,1000,83,25.020202020202,NA,NA
"exp_cut015_cond1000_rep084","exponential",15,1000,84,25.3131313131313,NA,NA
"exp_cut015_cond1000_rep085","exponential",15,1000,85,25.6060606060606,NA,NA
"exp_cut015_cond1000_rep086","exponential",15,1000,86,25.8989898989899,NA,NA
"exp_cut015_cond1000_rep087","exponential",15,1000,87,26.1919191919192,NA,NA
"exp_cut015_cond1000_rep088","exponential",15,1000,88,26.4848484848485,NA,NA
"exp_cut015_cond1000_rep089","exponential",15,1000,89,26.7777777777778,NA,NA
"exp_cut015_cond1000_rep090","exponential",15,1000,90,27.0707070707071,NA,NA
"exp_cut015_cond1000_rep091","exponential",15,1000,91,27.3636363636364,NA,NA
"exp_cut015_cond1000_rep092","exponential",15,1000,92,27.6565656565657,NA,NA
"exp_cut015_cond1000_rep093","exponential",15,1000,93,27.9494949494949,NA,NA
"exp_cut015_cond1000_rep094","exponential",15,1000,94,28.2424242424242,NA,NA
"exp_cut015_cond1000_rep095","exponential",15,1000,95,28.5353535353535,NA,NA
"exp_cut015_cond1000_rep096","exponential",15,1000,96,28.8282828282828,NA,NA
"exp_cut015_cond1000_rep097","exponential",15,1000,97,29.1212121212121,NA,NA
"exp_cut015_cond1000_rep098","exponential",15,1000,98,29.4141414141414,NA,NA
"exp_cut015_cond1000_rep099","exponential",15,1000,99,29.7070707070707,NA,NA
"exp_cut015_cond1000_rep100","exponential",15,1000,100,30,NA,NA
"exp_cut015_cond1500_rep001","exponential",15,1500,1,1,NA,NA
"exp_cut015_cond1500_rep002","exponential",15,1500,2,1.29292929292929,NA,NA
"exp_cut015_cond1500_rep003","exponential",15,1500,3,1.58585858585859,NA,NA
"exp_cut015_cond1500_rep004","exponential",15,1500,4,1.87878787878788,NA,NA
"exp_cut015_cond1500_rep005","exponential",15,1500,5,2.17171717171717,NA,NA
"exp_cut015_cond1500_rep006","exponential",15,1500,6,2.46464646464646,NA,NA
"exp_cut015_cond1500_rep007","exponential",15,1500,7,2.75757575757576,NA,NA
"exp_cut015_cond1500_rep008","exponential",15,1500,8,3.05050505050505,NA,NA
"exp_cut015_cond1500_rep009","exponential",15,1500,9,3.34343434343434,NA,NA
"exp_cut015_cond1500_rep010","exponential",15,1500,10,3.63636363636364,NA,NA
"exp_cut015_cond1500_rep011","exponential",15,1500,11,3.92929292929293,NA,NA
"exp_cut015_cond1500_rep012","exponential",15,1500,12,4.22222222222222,NA,NA
"exp_cut015_cond1500_rep013","exponential",15,1500,13,4.51515151515152,NA,NA
"exp_cut015_cond1500_rep014","exponential",15,1500,14,4.80808080808081,NA,NA
"exp_cut015_cond1500_rep015","exponential",15,1500,15,5.1010101010101,NA,NA
"exp_cut015_cond1500_rep016","exponential",15,1500,16,5.39393939393939,NA,NA
"exp_cut015_cond1500_rep017","exponential",15,1500,17,5.68686868686869,NA,NA
"exp_cut015_cond1500_rep018","exponential",15,1500,18,5.97979797979798,NA,NA
"exp_cut015_cond1500_rep019","exponential",15,1500,19,6.27272727272727,NA,NA
"exp_cut015_cond1500_rep020","exponential",15,1500,20,6.56565656565657,NA,NA
"exp_cut015_cond1500_rep021","exponential",15,1500,21,6.85858585858586,NA,NA
"exp_cut015_cond1500_rep022","exponential",15,1500,22,7.15151515151515,NA,NA
"exp_cut015_cond1500_rep023","exponential",15,1500,23,7.44444444444444,NA,NA
"exp_cut015_cond1500_rep024","exponential",15,1500,24,7.73737373737374,NA,NA
"exp_cut015_cond1500_rep025","exponential",15,1500,25,8.03030303030303,NA,NA
"exp_cut015_cond1500_rep026","exponential",15,1500,26,8.32323232323232,NA,NA
"exp_cut015_cond1500_rep027","exponential",15,1500,27,8.61616161616162,NA,NA
"exp_cut015_cond1500_rep028","exponential",15,1500,28,8.90909090909091,NA,NA
"exp_cut015_cond1500_rep029","exponential",15,1500,29,9.2020202020202,NA,NA
"exp_cut015_cond1500_rep030","exponential",15,1500,30,9.49494949494949,NA,NA
"exp_cut015_cond1500_rep031","exponential",15,1500,31,9.78787878787879,NA,NA
"exp_cut015_cond1500_rep032","exponential",15,1500,32,10.0808080808081,NA,NA
"exp_cut015_cond1500_rep033","exponential",15,1500,33,10.3737373737374,NA,NA
"exp_cut015_cond1500_rep034","exponential",15,1500,34,10.6666666666667,NA,NA
"exp_cut015_cond1500_rep035","exponential",15,1500,35,10.959595959596,NA,NA
"exp_cut015_cond1500_rep036","exponential",15,1500,36,11.2525252525253,NA,NA
"exp_cut015_cond1500_rep037","exponential",15,1500,37,11.5454545454545,NA,NA
"exp_cut015_cond1500_rep038","exponential",15,1500,38,11.8383838383838,NA,NA
"exp_cut015_cond1500_rep039","exponential",15,1500,39,12.1313131313131,NA,NA
"exp_cut015_cond1500_rep040","exponential",15,1500,40,12.4242424242424,NA,NA
"exp_cut015_cond1500_rep041","exponential",15,1500,41,12.7171717171717,NA,NA
"exp_cut015_cond1500_rep042","exponential",15,1500,42,13.010101010101,NA,NA
"exp_cut015_cond1500_rep043","exponential",15,1500,43,13.3030303030303,NA,NA
"exp_cut015_cond1500_rep044","exponential",15,1500,44,13.5959595959596,NA,NA
"exp_cut015_cond1500_rep045","exponential",15,1500,45,13.8888888888889,NA,NA
"exp_cut015_cond1500_rep046","exponential",15,1500,46,14.1818181818182,NA,NA
"exp_cut015_cond1500_rep047","exponential",15,1500,47,14.4747474747475,NA,NA
"exp_cut015_cond1500_rep048","exponential",15,1500,48,14.7676767676768,NA,NA
"exp_cut015_cond1500_rep049","exponential",15,1500,49,15.0606060606061,NA,NA
"exp_cut015_cond1500_rep050","exponential",15,1500,50,15.3535353535354,NA,NA
"exp_cut015_cond1500_rep051","exponential",15,1500,51,15.6464646464646,NA,NA
"exp_cut015_cond1500_rep052","exponential",15,1500,52,15.9393939393939,NA,NA
"exp_cut015_cond1500_rep053","exponential",15,1500,53,16.2323232323232,NA,NA
"exp_cut015_cond1500_rep054","exponential",15,1500,54,16.5252525252525,NA,NA
"exp_cut015_cond1500_rep055","exponential",15,1500,55,16.8181818181818,NA,NA
"exp_cut015_cond1500_rep056","exponential",15,1500,56,17.1111111111111,NA,NA
"exp_cut015_cond1500_rep057","exponential",15,1500,57,17.4040404040404,NA,NA
"exp_cut015_cond1500_rep058","exponential",15,1500,58,17.6969696969697,NA,NA
"exp_cut015_cond1500_rep059","exponential",15,1500,59,17.989898989899,NA,NA
"exp_cut015_cond1500_rep060","exponential",15,1500,60,18.2828282828283,NA,NA
"exp_cut015_cond1500_rep061","exponential",15,1500,61,18.5757575757576,NA,NA
"exp_cut015_cond1500_rep062","exponential",15,1500,62,18.8686868686869,NA,NA
"exp_cut015_cond1500_rep063","exponential",15,1500,63,19.1616161616162,NA,NA
"exp_cut015_cond1500_rep064","exponential",15,1500,64,19.4545454545455,NA,NA
"exp_cut015_cond1500_rep065","exponential",15,1500,65,19.7474747474747,NA,NA
"exp_cut015_cond1500_rep066","exponential",15,1500,66,20.040404040404,NA,NA
"exp_cut015_cond1500_rep067","exponential",15,1500,67,20.3333333333333,NA,NA
"exp_cut015_cond1500_rep068","exponential",15,1500,68,20.6262626262626,NA,NA
"exp_cut015_cond1500_rep069","exponential",15,1500,69,20.9191919191919,NA,NA
"exp_cut015_cond1500_rep070","exponential",15,1500,70,21.2121212121212,NA,NA
"exp_cut015_cond1500_rep071","exponential",15,1500,71,21.5050505050505,NA,NA
"exp_cut015_cond1500_rep072","exponential",15,1500,72,21.7979797979798,NA,NA
"exp_cut015_cond1500_rep073","exponential",15,1500,73,22.0909090909091,NA,NA
"exp_cut015_cond1500_rep074","exponential",15,1500,74,22.3838383838384,NA,NA
"exp_cut015_cond1500_rep075","exponential",15,1500,75,22.6767676767677,NA,NA
"exp_cut015_cond1500_rep076","exponential",15,1500,76,22.969696969697,NA,NA
"exp_cut015_cond1500_rep077","exponential",15,1500,77,23.2626262626263,NA,NA
"exp_cut015_cond1500_rep078","exponential",15,1500,78,23.5555555555556,NA,NA
"exp_cut015_cond1500_rep079","exponential",15,1500,79,23.8484848484848,NA,NA
"exp_cut015_cond1500_rep080","exponential",15,1500,80,24.1414141414141,NA,NA
"exp_cut015_cond1500_rep081","exponential",15,1500,81,24.4343434343434,NA,NA
"exp_cut015_cond1500_rep082","exponential",15,1500,82,24.7272727272727,NA,NA
"exp_cut015_cond1500_rep083","exponential",15,1500,83,25.020202020202,NA,NA
"exp_cut015_cond1500_rep084","exponential",15,1500,84,25.3131313131313,NA,NA
"exp_cut015_cond1500_rep085","exponential",15,1500,85,25.6060606060606,NA,NA
"exp_cut015_cond1500_rep086","exponential",15,1500,86,25.8989898989899,NA,NA
"exp_cut015_cond1500_rep087","exponential",15,1500,87,26.1919191919192,NA,NA
"exp_cut015_cond1500_rep088","exponential",15,1500,88,26.4848484848485,NA,NA
"exp_cut015_cond1500_rep089","exponential",15,1500,89,26.7777777777778,NA,NA
"exp_cut015_cond1500_rep090","exponential",15,1500,90,27.0707070707071,NA,NA
"exp_cut015_cond1500_rep091","exponential",15,1500,91,27.3636363636364,NA,NA
"exp_cut015_cond1500_rep092","exponential",15,1500,92,27.6565656565657,NA,NA
"exp_cut015_cond1500_rep093","exponential",15,1500,93,27.9494949494949,NA,NA
"exp_cut015_cond1500_rep094","exponential",15,1500,94,28.2424242424242,NA,NA
"exp_cut015_cond1500_rep095","exponential",15,1500,95,28.5353535353535,NA,NA
"exp_cut015_cond1500_rep096","exponential",15,1500,96,28.8282828282828,NA,NA
"exp_cut015_cond1500_rep097","exponential",15,1500,97,29.1212121212121,NA,NA
"exp_cut015_cond1500_rep098","exponential",15,1500,98,29.4141414141414,NA,NA
"exp_cut015_cond1500_rep099","exponential",15,1500,99,29.7070707070707,NA,NA
"exp_cut015_cond1500_rep100","exponential",15,1500,100,30,NA,NA
"exp_cut015_cond2500_rep001","exponential",15,2500,1,1,NA,NA
"exp_cut015_cond2500_rep002","exponential",15,2500,2,1.29292929292929,NA,NA
"exp_cut015_cond2500_rep003","exponential",15,2500,3,1.58585858585859,NA,NA
"exp_cut015_cond2500_rep004","exponential",15,2500,4,1.87878787878788,NA,NA
"exp_cut015_cond2500_rep005","exponential",15,2500,5,2.17171717171717,NA,NA
"exp_cut015_cond2500_rep006","exponential",15,2500,6,2.46464646464646,NA,NA
"exp_cut015_cond2500_rep007","exponential",15,2500,7,2.75757575757576,NA,NA
"exp_cut015_cond2500_rep008","exponential",15,2500,8,3.05050505050505,NA,NA
"exp_cut015_cond2500_rep009","exponential",15,2500,9,3.34343434343434,NA,NA
"exp_cut015_cond2500_rep010","exponential",15,2500,10,3.63636363636364,NA,NA
"exp_cut015_cond2500_rep011","exponential",15,2500,11,3.92929292929293,NA,NA
"exp_cut015_cond2500_rep012","exponential",15,2500,12,4.22222222222222,NA,NA
"exp_cut015_cond2500_rep013","exponential",15,2500,13,4.51515151515152,NA,NA
"exp_cut015_cond2500_rep014","exponential",15,2500,14,4.80808080808081,NA,NA
"exp_cut015_cond2500_rep015","exponential",15,2500,15,5.1010101010101,NA,NA
"exp_cut015_cond2500_rep016","exponential",15,2500,16,5.39393939393939,NA,NA
"exp_cut015_cond2500_rep017","exponential",15,2500,17,5.68686868686869,NA,NA
"exp_cut015_cond2500_rep018","exponential",15,2500,18,5.97979797979798,NA,NA
"exp_cut015_cond2500_rep019","exponential",15,2500,19,6.27272727272727,NA,NA
"exp_cut015_cond2500_rep020","exponential",15,2500,20,6.56565656565657,NA,NA
"exp_cut015_cond2500_rep021","exponential",15,2500,21,6.85858585858586,NA,NA
"exp_cut015_cond2500_rep022","exponential",15,2500,22,7.15151515151515,NA,NA
"exp_cut015_cond2500_rep023","exponential",15,2500,23,7.44444444444444,NA,NA
"exp_cut015_cond2500_rep024","exponential",15,2500,24,7.73737373737374,NA,NA
"exp_cut015_cond2500_rep025","exponential",15,2500,25,8.03030303030303,NA,NA
"exp_cut015_cond2500_rep026","exponential",15,2500,26,8.32323232323232,NA,NA
"exp_cut015_cond2500_rep027","exponential",15,2500,27,8.61616161616162,NA,NA
"exp_cut015_cond2500_rep028","exponential",15,2500,28,8.90909090909091,NA,NA
"exp_cut015_cond2500_rep029","exponential",15,2500,29,9.2020202020202,NA,NA
"exp_cut015_cond2500_rep030","exponential",15,2500,30,9.49494949494949,NA,NA
"exp_cut015_cond2500_rep031","exponential",15,2500,31,9.78787878787879,NA,NA
"exp_cut015_cond2500_rep032","exponential",15,2500,32,10.0808080808081,NA,NA
"exp_cut015_cond2500_rep033","exponential",15,2500,33,10.3737373737374,NA,NA
"exp_cut015_cond2500_rep034","exponential",15,2500,34,10.6666666666667,NA,NA
"exp_cut015_cond2500_rep035","exponential",15,2500,35,10.959595959596,NA,NA
"exp_cut015_cond2500_rep036","exponential",15,2500,36,11.2525252525253,NA,NA
"exp_cut015_cond2500_rep037","exponential",15,2500,37,11.5454545454545,NA,NA
"exp_cut015_cond2500_rep038","exponential",15,2500,38,11.8383838383838,NA,NA
"exp_cut015_cond2500_rep039","exponential",15,2500,39,12.1313131313131,NA,NA
"exp_cut015_cond2500_rep040","exponential",15,2500,40,12.4242424242424,NA,NA
"exp_cut015_cond2500_rep041","exponential",15,2500,41,12.7171717171717,NA,NA
"exp_cut015_cond2500_rep042","exponential",15,2500,42,13.010101010101,NA,NA
"exp_cut015_cond2500_rep043","exponential",15,2500,43,13.3030303030303,NA,NA
"exp_cut015_cond2500_rep044","exponential",15,2500,44,13.5959595959596,NA,NA
"exp_cut015_cond2500_rep045","exponential",15,2500,45,13.8888888888889,NA,NA
"exp_cut015_cond2500_rep046","exponential",15,2500,46,14.1818181818182,NA,NA
"exp_cut015_cond2500_rep047","exponential",15,2500,47,14.4747474747475,NA,NA
"exp_cut015_cond2500_rep048","exponential",15,2500,48,14.7676767676768,NA,NA
"exp_cut015_cond2500_rep049","exponential",15,2500,49,15.0606060606061,NA,NA
"exp_cut015_cond2500_rep050","exponential",15,2500,50,15.3535353535354,NA,NA
"exp_cut015_cond2500_rep051","exponential",15,2500,51,15.6464646464646,NA,NA
"exp_cut015_cond2500_rep052","exponential",15,2500,52,15.9393939393939,NA,NA
"exp_cut015_cond2500_rep053","exponential",15,2500,53,16.2323232323232,NA,NA
"exp_cut015_cond2500_rep054","exponential",15,2500,54,16.5252525252525,NA,NA
"exp_cut015_cond2500_rep055","exponential",15,2500,55,16.8181818181818,NA,NA
"exp_cut015_cond2500_rep056","exponential",15,2500,56,17.1111111111111,NA,NA
"exp_cut015_cond2500_rep057","exponential",15,2500,57,17.4040404040404,NA,NA
"exp_cut015_cond2500_rep058","exponential",15,2500,58,17.6969696969697,NA,NA
"exp_cut015_cond2500_rep059","exponential",15,2500,59,17.989898989899,NA,NA
"exp_cut015_cond2500_rep060","exponential",15,2500,60,18.2828282828283,NA,NA
"exp_cut015_cond2500_rep061","exponential",15,2500,61,18.5757575757576,NA,NA
"exp_cut015_cond2500_rep062","exponential",15,2500,62,18.8686868686869,NA,NA
"exp_cut015_cond2500_rep063","exponential",15,2500,63,19.1616161616162,NA,NA
"exp_cut015_cond2500_rep064","exponential",15,2500,64,19.4545454545455,NA,NA
"exp_cut015_cond2500_rep065","exponential",15,2500,65,19.7474747474747,NA,NA
"exp_cut015_cond2500_rep066","exponential",15,2500,66,20.040404040404,NA,NA
"exp_cut015_cond2500_rep067","exponential",15,2500,67,20.3333333333333,NA,NA
"exp_cut015_cond2500_rep068","exponential",15,2500,68,20.6262626262626,NA,NA
"exp_cut015_cond2500_rep069","exponential",15,2500,69,20.9191919191919,NA,NA
"exp_cut015_cond2500_rep070","exponential",15,2500,70,21.2121212121212,NA,NA
"exp_cut015_cond2500_rep071","exponential",15,2500,71,21.5050505050505,NA,NA
"exp_cut015_cond2500_rep072","exponential",15,2500,72,21.7979797979798,NA,NA
"exp_cut015_cond2500_rep073","exponential",15,2500,73,22.0909090909091,NA,NA
"exp_cut015_cond2500_rep074","exponential",15,2500,74,22.3838383838384,NA,NA
"exp_cut015_cond2500_rep075","exponential",15,2500,75,22.6767676767677,NA,NA
"exp_cut015_cond2500_rep076","exponential",15,2500,76,22.969696969697,NA,NA
"exp_cut015_cond2500_rep077","exponential",15,2500,77,23.2626262626263,NA,NA
"exp_cut015_cond2500_rep078","exponential",15,2500,78,23.5555555555556,NA,NA
"exp_cut015_cond2500_rep079","exponential",15,2500,79,23.8484848484848,NA,NA
"exp_cut015_cond2500_rep080","exponential",15,2500,80,24.1414141414141,NA,NA
"exp_cut015_cond2500_rep081","exponential",15,2500,81,24.4343434343434,NA,NA
"exp_cut015_cond2500_rep082","exponential",15,2500,82,24.7272727272727,NA,NA
"exp_cut015_cond2500_rep083","exponential",15,2500,83,25.020202020202,NA,NA
"exp_cut015_cond2500_rep084","exponential",15,2500,84,25.3131313131313,NA,NA
"exp_cut015_cond2500_rep085","exponential",15,2500,85,25.6060606060606,NA,NA
"exp_cut015_cond2500_rep086","exponential",15,2500,86,25.8989898989899,NA,NA
"exp_cut015_cond2500_rep087","exponential",15,2500,87,26.1919191919192,NA,NA
"exp_cut015_cond2500_rep088","exponential",15,2500,88,26.4848484848485,NA,NA
"exp_cut015_cond2500_rep089","exponential",15,2500,89,26.7777777777778,NA,NA
"exp_cut015_cond2500_rep090","exponential",15,2500,90,27.0707070707071,NA,NA
"exp_cut015_cond2500_rep091","exponential",15,2500,91,27.3636363636364,NA,NA
"exp_cut015_cond2500_rep092","exponential",15,2500,92,27.6565656565657,NA,NA
"exp_cut015_cond2500_rep093","exponential",15,2500,93,27.9494949494949,NA,NA
"exp_cut015_cond2500_rep094","exponential",15,2500,94,28.2424242424242,NA,NA
"exp_cut015_cond2500_rep095","exponential",15,2500,95,28.5353535353535,NA,NA
"exp_cut015_cond2500_rep096","exponential",15,2500,96,28.8282828282828,NA,NA
"exp_cut015_cond2500_rep097","exponential",15,2500,97,29.1212121212121,NA,NA
"exp_cut015_cond2500_rep098","exponential",15,2500,98,29.4141414141414,NA,NA
"exp_cut015_cond2500_rep099","exponential",15,2500,99,29.7070707070707,NA,NA
"exp_cut015_cond2500_rep100","exponential",15,2500,100,30,NA,NA
"exp_cut015_cond5000_rep001","exponential",15,5000,1,1,NA,NA
"exp_cut015_cond5000_rep002","exponential",15,5000,2,1.29292929292929,NA,NA
"exp_cut015_cond5000_rep003","exponential",15,5000,3,1.58585858585859,NA,NA
"exp_cut015_cond5000_rep004","exponential",15,5000,4,1.87878787878788,NA,NA
"exp_cut015_cond5000_rep005","exponential",15,5000,5,2.17171717171717,NA,NA
"exp_cut015_cond5000_rep006","exponential",15,5000,6,2.46464646464646,NA,NA
"exp_cut015_cond5000_rep007","exponential",15,5000,7,2.75757575757576,NA,NA
"exp_cut015_cond5000_rep008","exponential",15,5000,8,3.05050505050505,NA,NA
"exp_cut015_cond5000_rep009","exponential",15,5000,9,3.34343434343434,NA,NA
"exp_cut015_cond5000_rep010","exponential",15,5000,10,3.63636363636364,NA,NA
"exp_cut015_cond5000_rep011","exponential",15,5000,11,3.92929292929293,NA,NA
"exp_cut015_cond5000_rep012","exponential",15,5000,12,4.22222222222222,NA,NA
"exp_cut015_cond5000_rep013","exponential",15,5000,13,4.51515151515152,NA,NA
"exp_cut015_cond5000_rep014","exponential",15,5000,14,4.80808080808081,NA,NA
"exp_cut015_cond5000_rep015","exponential",15,5000,15,5.1010101010101,NA,NA
"exp_cut015_cond5000_rep016","exponential",15,5000,16,5.39393939393939,NA,NA
"exp_cut015_cond5000_rep017","exponential",15,5000,17,5.68686868686869,NA,NA
"exp_cut015_cond5000_rep018","exponential",15,5000,18,5.97979797979798,NA,NA
"exp_cut015_cond5000_rep019","exponential",15,5000,19,6.27272727272727,NA,NA
"exp_cut015_cond5000_rep020","exponential",15,5000,20,6.56565656565657,NA,NA
"exp_cut015_cond5000_rep021","exponential",15,5000,21,6.85858585858586,NA,NA
"exp_cut015_cond5000_rep022","exponential",15,5000,22,7.15151515151515,NA,NA
"exp_cut015_cond5000_rep023","exponential",15,5000,23,7.44444444444444,NA,NA
"exp_cut015_cond5000_rep024","exponential",15,5000,24,7.73737373737374,NA,NA
"exp_cut015_cond5000_rep025","exponential",15,5000,25,8.03030303030303,NA,NA
"exp_cut015_cond5000_rep026","exponential",15,5000,26,8.32323232323232,NA,NA
"exp_cut015_cond5000_rep027","exponential",15,5000,27,8.61616161616162,NA,NA
"exp_cut015_cond5000_rep028","exponential",15,5000,28,8.90909090909091,NA,NA
"exp_cut015_cond5000_rep029","exponential",15,5000,29,9.2020202020202,NA,NA
"exp_cut015_cond5000_rep030","exponential",15,5000,30,9.49494949494949,NA,NA
"exp_cut015_cond5000_rep031","exponential",15,5000,31,9.78787878787879,NA,NA
"exp_cut015_cond5000_rep032","exponential",15,5000,32,10.0808080808081,NA,NA
"exp_cut015_cond5000_rep033","exponential",15,5000,33,10.3737373737374,NA,NA
"exp_cut015_cond5000_rep034","exponential",15,5000,34,10.6666666666667,NA,NA
"exp_cut015_cond5000_rep035","exponential",15,5000,35,10.959595959596,NA,NA
"exp_cut015_cond5000_rep036","exponential",15,5000,36,11.2525252525253,NA,NA
